11/09/2020 00:00:37|INFO    |root                            |Throttling opensubtitles for 20 minutes, until 20/09/11 00:20, because of: ServiceUnavailable. Exception info: '503'|
11/09/2020 05:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Dire Straits -Â Alchemy Live (1984)/Dire Straits -Â Alchemy Live (1984).mkv Language: pt|
11/09/2020 05:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Dire Straits -Â Alchemy Live (1984)/Dire Straits -Â Alchemy Live (1984).mkv Language: pb|
11/09/2020 05:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Live at the Ritz (1988)/Guns N' Roses - Live at the Ritz (1988).mkv Language: pt|
11/09/2020 05:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Live at the Ritz (1988)/Guns N' Roses - Live at the Ritz (1988).mkv Language: pb|
11/09/2020 05:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Live in Paradise City (2012)/Guns N' Roses - Live in Paradise City (2012).mkv Language: pt|
11/09/2020 05:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Live in Paradise City (2012)/Guns N' Roses - Live in Paradise City (2012).mkv Language: pb|
11/09/2020 05:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Live Tokyo '92 (1992)/Guns N' Roses - Live Tokyo '92 (1992).mkv Language: pt|
11/09/2020 05:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Live Tokyo '92 (1992)/Guns N' Roses - Live Tokyo '92 (1992).mkv Language: pb|
11/09/2020 05:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Rock in Rio 2017 (2017)/Guns N' Roses - Rock in Rio 2017 (2017).mkv Language: pt|
11/09/2020 05:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Rock in Rio 2017 (2017)/Guns N' Roses - Rock in Rio 2017 (2017).mkv Language: pb|
11/09/2020 05:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Pink Floyd - Delicate Sound of Thunder (1989)/Pink Floyd - Delicate Sound of Thunder (1989).mkv Language: pt|
11/09/2020 05:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Pink Floyd - Delicate Sound of Thunder (1989)/Pink Floyd - Delicate Sound of Thunder (1989).mkv Language: pb|
11/09/2020 05:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Pink Floyd - Live at Knebworth (1990)/Pink Floyd - Live at Knebworth (1990).mkv Language: pt|
11/09/2020 05:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Pink Floyd - Live at Knebworth (1990)/Pink Floyd - Live at Knebworth (1990).mkv Language: pb|
11/09/2020 05:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Pink Floyd - Live in Venice (1989)/Pink Floyd - Live in Venice (1989).mkv Language: pt|
11/09/2020 05:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Pink Floyd - Live in Venice (1989)/Pink Floyd - Live in Venice (1989).mkv Language: pb|
11/09/2020 05:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Pink Floyd - Pulse (1995)/Pink Floyd - Pulse (1995).mkv Language: pt|
11/09/2020 05:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Pink Floyd - Pulse (1995)/Pink Floyd - Pulse (1995).mkv Language: pb|
11/09/2020 05:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Queen - Live Aid (1985)/Queen - Live Aid (1985).mkv Language: pb|
11/09/2020 05:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Scorpions - Acoustica (2001)/Scorpions - Acoustica (2001).mkv Language: pt|
11/09/2020 05:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Scorpions - Acoustica (2001)/Scorpions - Acoustica (2001).mkv Language: pb|
11/09/2020 05:53:59|INFO    |root                            |BAZARR Finished searching for missing Movies Subtitles. Check History for more information.|
11/09/2020 05:55:33|INFO    |root                            |BAZARR All existing movie subtitles indexed from disk.|
11/09/2020 06:05:06|INFO    |root                            |Provider legendasdivx throttle count 1 of 5, waiting 5sec and trying again|
11/09/2020 06:07:25|INFO    |root                            |BAZARR Finished searching for missing Series Subtitles. Check History for more information.|
11/09/2020 06:38:48|ERROR   |root                            |BAZARR error when trying to analyze this .mp4 file: /mnt/remote/Media/TV/TV/Elementary/Season 05/Elementary - S05E14 - Rekt in Real Life.mp4|'Traceback (most recent call last):\n  File "/app/bazarr/../libs/knowit/api.py", line 64, in know\n    result = provider.describe(video_path, context)\n  File "/app/bazarr/../libs/knowit/providers/ffmpeg.py", line 230, in describe\n    data = self.executor.extract_info(video_path)\n  File "/app/bazarr/../libs/knowit/providers/ffmpeg.py", line 89, in extract_info\n    json_dump = self._execute(filename)\n  File "/app/bazarr/../libs/knowit/providers/ffmpeg.py", line 123, in _execute\n    return ensure_text(check_output([self.location, \'-v\', \'quiet\', \'-print_format\', \'json\',\n  File "/usr/lib/python3.8/subprocess.py", line 411, in check_output\n    return run(*popenargs, stdout=PIPE, timeout=timeout, check=True,\n  File "/usr/lib/python3.8/subprocess.py", line 512, in run\n    raise CalledProcessError(retcode, process.args,\nsubprocess.CalledProcessError: Command \'[\'/usr/bin/ffprobe\', \'-v\', \'quiet\', \'-print_format\', \'json\', \'-show_format\', \'-show_streams\', \'-sexagesimal\', \'/mnt/remote/Media/TV/TV/Elementary/Season 05/Elementary - S05E14 - Rekt in Real Life.mp4\']\' returned non-zero exit status 1.\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File "/app/bazarr/list_subtitles.py", line 30, in store_subtitles\n    subtitle_languages = embedded_subs_reader.list_languages(reversed_path)\n  File "/app/bazarr/embedded_subs_reader.py", line 20, in list_languages\n    data = api.know(file)\n  File "/app/bazarr/../libs/knowit/api.py", line 70, in know\n    raise KnowitException(debug_info(context=context, exc_info=True))\nknowit.api.KnowitException: +-------------------------------------------------------+\n|                   KnowIt 0.3.0-dev                    |\n+-------------------------------------------------------+\n|                   /usr/bin/ffprobe                    |\n|                        v4.3.1                         |\n|                                                       |\n|                        enzyme                         |\n|                         0.4.1                         |\n+-------------------------------------------------------+\n|                   profile: default                    |\n+-------------------------------------------------------+\nTraceback (most recent call last):\n  File "/app/bazarr/../libs/knowit/api.py", line 64, in know\n    result = provider.describe(video_path, context)\n  File "/app/bazarr/../libs/knowit/providers/ffmpeg.py", line 230, in describe\n    data = self.executor.extract_info(video_path)\n  File "/app/bazarr/../libs/knowit/providers/ffmpeg.py", line 89, in extract_info\n    json_dump = self._execute(filename)\n  File "/app/bazarr/../libs/knowit/providers/ffmpeg.py", line 123, in _execute\n    return ensure_text(check_output([self.location, \'-v\', \'quiet\', \'-print_format\', \'json\',\n  File "/usr/lib/python3.8/subprocess.py", line 411, in check_output\n    return run(*popenargs, stdout=PIPE, timeout=timeout, check=True,\n  File "/usr/lib/python3.8/subprocess.py", line 512, in run\n    raise CalledProcessError(retcode, process.args,\nsubprocess.CalledProcessError: Command \'[\'/usr/bin/ffprobe\', \'-v\', \'quiet\', \'-print_format\', \'json\', \'-show_format\', \'-show_streams\', \'-sexagesimal\', \'/mnt/remote/Media/TV/TV/Elementary/Season 05/Elementary - S05E14 - Rekt in Real Life.mp4\']\' returned non-zero exit status 1.\n\n+-------------------------------------------------------+\n|      Please report any bug or feature request at      |\n|       https://github.com/ratoaq2/knowit/issues.       |\n+-------------------------------------------------------+'|
11/09/2020 06:38:49|ERROR   |root                            |BAZARR error when trying to analyze this .mp4 file: /mnt/remote/Media/TV/TV/Elementary/Season 05/Elementary - S05E15 - Wrong Side of the Road (1).mp4|'Traceback (most recent call last):\n  File "/app/bazarr/../libs/knowit/api.py", line 64, in know\n    result = provider.describe(video_path, context)\n  File "/app/bazarr/../libs/knowit/providers/ffmpeg.py", line 230, in describe\n    data = self.executor.extract_info(video_path)\n  File "/app/bazarr/../libs/knowit/providers/ffmpeg.py", line 89, in extract_info\n    json_dump = self._execute(filename)\n  File "/app/bazarr/../libs/knowit/providers/ffmpeg.py", line 123, in _execute\n    return ensure_text(check_output([self.location, \'-v\', \'quiet\', \'-print_format\', \'json\',\n  File "/usr/lib/python3.8/subprocess.py", line 411, in check_output\n    return run(*popenargs, stdout=PIPE, timeout=timeout, check=True,\n  File "/usr/lib/python3.8/subprocess.py", line 512, in run\n    raise CalledProcessError(retcode, process.args,\nsubprocess.CalledProcessError: Command \'[\'/usr/bin/ffprobe\', \'-v\', \'quiet\', \'-print_format\', \'json\', \'-show_format\', \'-show_streams\', \'-sexagesimal\', \'/mnt/remote/Media/TV/TV/Elementary/Season 05/Elementary - S05E15 - Wrong Side of the Road (1).mp4\']\' returned non-zero exit status 1.\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File "/app/bazarr/list_subtitles.py", line 30, in store_subtitles\n    subtitle_languages = embedded_subs_reader.list_languages(reversed_path)\n  File "/app/bazarr/embedded_subs_reader.py", line 20, in list_languages\n    data = api.know(file)\n  File "/app/bazarr/../libs/knowit/api.py", line 70, in know\n    raise KnowitException(debug_info(context=context, exc_info=True))\nknowit.api.KnowitException: +-------------------------------------------------------+\n|                   KnowIt 0.3.0-dev                    |\n+-------------------------------------------------------+\n|                   /usr/bin/ffprobe                    |\n|                        v4.3.1                         |\n|                                                       |\n|                        enzyme                         |\n|                         0.4.1                         |\n+-------------------------------------------------------+\n|                   profile: default                    |\n+-------------------------------------------------------+\nTraceback (most recent call last):\n  File "/app/bazarr/../libs/knowit/api.py", line 64, in know\n    result = provider.describe(video_path, context)\n  File "/app/bazarr/../libs/knowit/providers/ffmpeg.py", line 230, in describe\n    data = self.executor.extract_info(video_path)\n  File "/app/bazarr/../libs/knowit/providers/ffmpeg.py", line 89, in extract_info\n    json_dump = self._execute(filename)\n  File "/app/bazarr/../libs/knowit/providers/ffmpeg.py", line 123, in _execute\n    return ensure_text(check_output([self.location, \'-v\', \'quiet\', \'-print_format\', \'json\',\n  File "/usr/lib/python3.8/subprocess.py", line 411, in check_output\n    return run(*popenargs, stdout=PIPE, timeout=timeout, check=True,\n  File "/usr/lib/python3.8/subprocess.py", line 512, in run\n    raise CalledProcessError(retcode, process.args,\nsubprocess.CalledProcessError: Command \'[\'/usr/bin/ffprobe\', \'-v\', \'quiet\', \'-print_format\', \'json\', \'-show_format\', \'-show_streams\', \'-sexagesimal\', \'/mnt/remote/Media/TV/TV/Elementary/Season 05/Elementary - S05E15 - Wrong Side of the Road (1).mp4\']\' returned non-zero exit status 1.\n\n+-------------------------------------------------------+\n|      Please report any bug or feature request at      |\n|       https://github.com/ratoaq2/knowit/issues.       |\n+-------------------------------------------------------+'|
11/09/2020 08:47:23|INFO    |root                            |BAZARR All existing episode subtitles indexed from disk.|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Dire Straits - On The Night (1993)/Dire Straits - On The Night (1993).mp4 Language: pt|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Dire Straits - On The Night (1993)/Dire Straits - On The Night (1993).mp4 Language: pb|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Dire Straits -Â Alchemy Live (1984)/Dire Straits -Â Alchemy Live (1984).mkv Language: pt|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Dire Straits -Â Alchemy Live (1984)/Dire Straits -Â Alchemy Live (1984).mkv Language: pb|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Live at the Ritz (1988)/Guns N' Roses - Live at the Ritz (1988).mkv Language: pt|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Live at the Ritz (1988)/Guns N' Roses - Live at the Ritz (1988).mkv Language: pb|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Live in Paradise City (2012)/Guns N' Roses - Live in Paradise City (2012).mkv Language: pt|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Live in Paradise City (2012)/Guns N' Roses - Live in Paradise City (2012).mkv Language: pb|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Live Tokyo '92 (1992)/Guns N' Roses - Live Tokyo '92 (1992).mkv Language: pt|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Live Tokyo '92 (1992)/Guns N' Roses - Live Tokyo '92 (1992).mkv Language: pb|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Rock in Rio 2017 (2017)/Guns N' Roses - Rock in Rio 2017 (2017).mkv Language: pt|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Rock in Rio 2017 (2017)/Guns N' Roses - Rock in Rio 2017 (2017).mkv Language: pb|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Pink Floyd - Delicate Sound of Thunder (1989)/Pink Floyd - Delicate Sound of Thunder (1989).mkv Language: pt|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Pink Floyd - Delicate Sound of Thunder (1989)/Pink Floyd - Delicate Sound of Thunder (1989).mkv Language: pb|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Pink Floyd - Live at Knebworth (1990)/Pink Floyd - Live at Knebworth (1990).mkv Language: pt|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Pink Floyd - Live at Knebworth (1990)/Pink Floyd - Live at Knebworth (1990).mkv Language: pb|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Pink Floyd - Live in Venice (1989)/Pink Floyd - Live in Venice (1989).mkv Language: pt|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Pink Floyd - Live in Venice (1989)/Pink Floyd - Live in Venice (1989).mkv Language: pb|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Pink Floyd - Pulse (1995)/Pink Floyd - Pulse (1995).mkv Language: pt|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Pink Floyd - Pulse (1995)/Pink Floyd - Pulse (1995).mkv Language: pb|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Queen - Live Aid (1985)/Queen - Live Aid (1985).mkv Language: pb|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Scorpions - Acoustica (2001)/Scorpions - Acoustica (2001).mkv Language: pt|
11/09/2020 08:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Scorpions - Acoustica (2001)/Scorpions - Acoustica (2001).mkv Language: pb|
11/09/2020 08:53:44|INFO    |root                            |BAZARR Finished searching for missing Movies Subtitles. Check History for more information.|
11/09/2020 09:05:00|INFO    |root                            |Throttling opensubtitles for 20 minutes, until 20/09/11 09:25, because of: ServiceUnavailable. Exception info: '503'|
11/09/2020 09:07:18|INFO    |root                            |BAZARR Finished searching for missing Series Subtitles. Check History for more information.|
11/09/2020 09:20:18|ERROR   |apscheduler.executors.default   |Job "Sync episodes with Sonarr (trigger: interval[0:05:00], next run at: 2020-09-11 09:24:51 CEST)" raised an exception|'Traceback (most recent call last):\n  File "/app/bazarr/../libs/apscheduler/executors/base.py", line 125, in run_job\n    retval = job.func(*job.args, **job.kwargs)\n  File "/app/bazarr/get_episodes.py", line 189, in sync_episodes\n    episode_download_subtitles(data[\'sonarrEpisodeId\'])\nTypeError: \'NoneType\' object is not subscriptable'|
11/09/2020 10:24:56|INFO    |root                            |Using opensubtitles again after 20 minutes, (disabled because: ServiceUnavailable)|
11/09/2020 10:25:05|INFO    |apprise.URLBase                 |Sent Discord notification.|
11/09/2020 10:25:10|INFO    |apprise.URLBase                 |Sent Discord notification.|
11/09/2020 11:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Dire Straits - On The Night (1993)/Dire Straits - On The Night (1993).mp4 Language: pt|
11/09/2020 11:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Dire Straits - On The Night (1993)/Dire Straits - On The Night (1993).mp4 Language: pb|
11/09/2020 11:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Dire Straits -Â Alchemy Live (1984)/Dire Straits -Â Alchemy Live (1984).mkv Language: pt|
11/09/2020 11:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Dire Straits -Â Alchemy Live (1984)/Dire Straits -Â Alchemy Live (1984).mkv Language: pb|
11/09/2020 11:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Live at the Ritz (1988)/Guns N' Roses - Live at the Ritz (1988).mkv Language: pt|
11/09/2020 11:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Live at the Ritz (1988)/Guns N' Roses - Live at the Ritz (1988).mkv Language: pb|
11/09/2020 11:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Live in Paradise City (2012)/Guns N' Roses - Live in Paradise City (2012).mkv Language: pt|
11/09/2020 11:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Live in Paradise City (2012)/Guns N' Roses - Live in Paradise City (2012).mkv Language: pb|
11/09/2020 11:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Live Tokyo '92 (1992)/Guns N' Roses - Live Tokyo '92 (1992).mkv Language: pt|
11/09/2020 11:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Live Tokyo '92 (1992)/Guns N' Roses - Live Tokyo '92 (1992).mkv Language: pb|
11/09/2020 11:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Rock in Rio 2017 (2017)/Guns N' Roses - Rock in Rio 2017 (2017).mkv Language: pt|
11/09/2020 11:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Guns N' Roses - Rock in Rio 2017 (2017)/Guns N' Roses - Rock in Rio 2017 (2017).mkv Language: pb|
11/09/2020 11:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Pink Floyd - Delicate Sound of Thunder (1989)/Pink Floyd - Delicate Sound of Thunder (1989).mkv Language: pt|
11/09/2020 11:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Pink Floyd - Delicate Sound of Thunder (1989)/Pink Floyd - Delicate Sound of Thunder (1989).mkv Language: pb|
11/09/2020 11:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Pink Floyd - Live at Knebworth (1990)/Pink Floyd - Live at Knebworth (1990).mkv Language: pt|
11/09/2020 11:49:53|INFO    |root                            |BAZARR Search is not active for this Movie /mnt/remote/Media/Movies/Concerts/Pink Floyd - Live at Knebworth (1990)/Pink Floyd - Live at Knebworth (1990).mkv Language: pb|
